CompanyID,SalesOfMainProduct,SalesOfOtherProduct,Monthly budget,PrimaryType,Rank,YearFounded,CompanyStatus,OriginCity,OriginCountry,Investments,TodaysClients,ReturningClient,TotalActiveClients,ClientsInTheLast7Days,ClientsInTheLast6Months,ClientsInTheLast12Months,TotalClientsInTheLast7Days,TotalClientsInTheLast6Months,TotalClientsInTheLast12Months
235021-96,0,0,,Other,,,,,,1,1,1,1,,,,,,
235023-94,0,0,,Other,,,,,,2,2,1,1,,,,,,
235025-65,0,0,,Pets,,,,,,1,2,1,1,,,,,,
235026-37,0,0,,Angel (individual),,,,Portland,United States,1,1,1,1,,,,,,
235026-46,0,0,,Pets,,,Actively Seeking New Employees,New York,United States,1,1,1,1,,,,,,
235027-99,0,0,,Angel (individual),,,,New York,United States,1,1,1,1,,,,,,
235028-17,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235028-26,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235032-76,0,0,,Pets,,2018,Actively Seeking New Employees,Singapore,Singapore,1,4,1,4,,,,,,
235052-83,0,0,,Real Estate,,2013,Actively Seeking New Employees,London,United Kingdom,1,1,1,1,,,1,,,1
235054-27,0,0,,Pets,,,,,,2,4,2,4,,,1,,,1
235058-41,0,0,,Other,,2018,,Sandy Springs,United States,1,1,1,1,,,,,,
235067-32,0,0,,Angel (individual),,,,,,2,2,1,1,,,,,,
235067-41,0,0,,Angel (individual),,,,,,2,2,1,1,,,,,,
235067-50,0,0,,Angel (individual),,,,,,2,2,1,1,,,,,,
235067-59,0,0,,Angel (individual),,,,,,2,2,1,1,,,,,,
235071-01,0,0,,Pets,,2010,,Tallinn,Estonia,1,6,1,6,,,,,,
235071-91,0,0,834.7097307,Pets,133.06967,2017,Actively Seeking New Employees,Oslo,Norway,1,6,1,5,,,,,,
235080-73,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235087-12,0,0,,Angel (individual),,,,,,1,3,1,3,,,,,,
235087-93,0,0,,Angel (individual),,,,London,United Kingdom,1,1,1,1,,,,,,
235088-11,0,0,,Angel (individual),,,,San Francisco,United States,1,1,1,1,,,,,,
235089-10,0,0,,Other,,,,,,1,3,1,3,,,,,,
235089-73,0,0,,Angel (individual),,,,,,2,2,1,1,,,,,,
235089-91,0,0,,Angel (individual),,,,Bou������,France,2,2,1,1,,,,,,
235136-53,0,0,60.48621237,Pets,,,Actively Seeking New Employees,London,United Kingdom,1,1,1,1,,,,,,
235144-72,0,0,,Angel (individual),,,,Nairobi,Kenya,1,2,1,2,,,,,,
235147-33,0,0,,Banking,,,,,,1,4,1,3,,1,1,,2,3
235197-01,0,0,,Other,,,,,,1,2,1,1,,,,,,
235203-31,0,0,,Toys,,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
235207-36,0,0,,Pets,3.60775795,,Actively Seeking New Employees,Richmond,United States,4,13,3,12,,,,1,1,1
235207-63,0,0,,Pets,,,Actively Seeking New Employees,,,4,12,4,12,,,1,,1,3
235207-72,0,0,,Pets,,,Actively Seeking New Employees,Metro Manila,Philippines,2,6,1,5,,,1,,2,3
235207-81,0,0,,Angel (individual),,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
235208-17,0,0,,Pets,,,,,,1,1,1,1,,,,,,
235223-56,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235223-92,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
235234-45,0,0,,Real Estate,,,,,,1,3,1,1,,,,,,
235238-14,0,0,,Holding Company,,1971,Actively Seeking New Employees,New York,United States,2,3,2,2,,,,,,
235239-13,0,0,,Angel (individual),,,,New York,United States,1,2,1,2,,,,,,
235239-22,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235259-11,0,0,,Angel (individual),,,,St. John's,Canada,2,2,2,2,,,,,,
235259-29,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235260-28,0,0,,Angel (individual),,,,San Francisco,United States,2,3,2,3,,,1,,1,2
235260-46,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235260-64,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235263-16,0,0,100,Pets,,2018,Actively Seeking New Employees,New York,United States,24,31,19,24,,6,10,,8,13
235267-39,0,0,,Angel (individual),,,,Pittsburgh,United States,2,3,2,3,,,,,1,1
235267-48,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235267-84,0,0,,Angel (individual),,,,Pittsburgh,United States,3,4,3,4,,,,,,
235270-27,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235270-36,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235270-45,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235270-54,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235281-70,0,0,,Pets,,2014,Actively Seeking New Employees,Boston,United States,2,3,2,3,,1,1,,1,1
235282-69,0,0,,Pets,,,Actively Seeking New Employees,San Francisco,United States,4,9,4,9,,,,,,1
235294-84,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235296-46,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235298-71,0,0,,Angel (individual),,,,Boston,United States,1,3,1,3,,1,1,,1,1
235299-79,0,0,,Other,,2002,,Manchester,United Kingdom,1,1,1,1,,,,,,
235359-10,0,0,,Pets,,,,,,1,1,1,1,,,,,,
235418-59,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
235526-14,0,0,,Office,,2000,,Ansan-si,South Korea,1,1,1,1,,,1,,,1
235736-65,0,0,,Alcohol,,,,,,1,7,1,4,,1,1,,1,1
235943-11,0,0,,Angel (individual),,,,,,1,4,1,4,1,1,1,1,1,1
235975-15,0,0,,Pets,,2018,Actively Seeking New Employees,Guernsey,United Kingdom,12,16,8,9,,3,5,,3,7
235987-12,0,0,,Angel (individual),,,Actively Seeking New Employees,New York,United States,1,2,1,2,,,,,,
236095-12,0,0,200,Pets,178.4,2018,Actively Seeking New Employees,Boston,United States,3,3,3,3,,,,,,
236271-16,0,0,,Pets,,,,,,2,3,2,3,,,,,,
236272-42,0,0,,Pets,,,,,,1,5,1,5,,,,,,
236679-76,0,0,,Banking,,,,Covington,United States,1,1,1,1,,,,,,
236818-72,0,0,,Pets,,2018,Actively Seeking New Employees,London,United Kingdom,2,7,2,6,,,1,,,1
236840-68,0,0,,Food,,,,,,1,1,1,1,,,,,,
236928-25,0,0,1200,Pets,,,,,,3,4,2,3,,1,2,,1,2
236929-15,0,0,,Family Office,,,,Sao Paulo,Brazil,1,1,1,1,,1,1,,1,1
236930-50,0,0,,Banking,,,,,,2,3,2,3,,,,,,
239036-95,0,0,,Banking,,1983,,Grand Rapids,United States,1,1,1,1,,,,,,
239817-79,0,0,,Pets,,2018,Actively Seeking New Employees,San Francisco,United States,1,9,1,8,,1,1,,4,5
239837-14,0,0,,Office,,2021,,Wayne,United States,2,3,1,2,,,,,,
240393-79,0,0,,Banking,,2010,Actively Seeking New Employees,,,2,2,1,1,,,1,,,1
240786-55,0,0,,Angel (individual),,,,Santa Monica,United States,1,1,1,1,,,,,,
242038-54,0,0,,Real Estate,,1985,Actively Seeking New Employees,San Francisco,United States,1,2,1,2,,,,,,
243378-82,0,0,,Banking,,2013,,Carlsbad,United States,2,2,1,1,,1,1,,1,1
243715-42,0,0,,Banking,,2003,,Los Angeles,United States,2,2,1,1,,1,1,,1,1
245196-91,0,0,,Pets,,2018,Actively Seeking New Employees,Paris,France,1,11,1,11,,,,,2,6
245396-08,0,0,,Other,,,,,,1,1,1,1,,,,,,
245853-73,0,0,,Pets,,,,,,1,2,1,2,,,,,,
246021-22,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
247854-07,0,0,,Banking,,1991,,Charlottesville,United States,3,4,3,3,,,,,,
249149-35,0,0,,Banking,,,,,,1,2,1,2,,1,1,,1,2
249257-53,0,0,,Banking,,,,Chicago,United States,1,1,1,1,,1,1,,1,1
251011-45,0,0,,Pets,,2003,,Fairfax,United States,1,1,1,1,,,,,,
251197-84,0,0,,Angel (individual),,,,,,2,4,2,4,,1,1,,1,1
251437-42,0,0,,Food,,,,,,1,1,1,1,,,,,,
251508-25,0,0,,Banking,,2014,Actively Seeking New Employees,Luxembourg,Luxembourg,2,7,2,7,,,,,,
251520-04,0,0,,Banking,,,,,,1,3,1,2,,,,,,
25296-67,0,0,,Gardening,,1991,,Bengaluru,India,1,5,1,1,,1,1,,2,2
25383-70,0,0,1600,Pets,90.79014963,2008,Actively Seeking New Employees,London,United Kingdom,3,5,3,5,,1,1,,1,1
254531-17,0,0,,Banking,,1999,Actively Seeking New Employees,Chicago,United States,1,3,1,3,,,,,,
254578-33,0,0,,Pets,,2013,Actively Seeking New Employees,Santa Barbara,United States,7,9,7,9,,,1,,,1
254778-13,0,0,,Banking,,2001,,Torrance,United States,1,1,1,1,,,,,,
25594-48,0,0,846806.9732,Gardening,,2004,Actively Seeking New Employees,London,United Kingdom,1,13,1,6,,1,1,,3,5
256192-03,0,0,,Banking,,1995,,Littleton,United States,1,1,1,1,,,,,,
257889-61,0,0,,Angel (individual),,1995,,Austin,United States,3,4,3,4,,,,,,
262067-41,0,0,,Banking,,1979,,Amityville,United States,1,1,1,1,,,,,,
262187-29,0,0,,Pets,,,,Las Vegas,United States,1,1,1,1,,,,,,
263208-52,0,0,,Banking,,2003,,Berkeley,United States,1,1,1,1,,,,,,
263301-49,0,0,,Angel (individual),,,,Dublin,Ireland,1,1,1,1,,,,,,
263606-95,0,0,,Banking,,,,,,1,2,1,2,,,,,,
263841-13,0,0,,Pets,,,,,,4,8,4,7,,,,,1,1
263906-56,0,0,,Banking,,,,,,1,1,1,1,,,,,,
264076-84,0,0,,Angel (individual),,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
264090-43,0,0,,Angel (individual),,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
264110-59,0,0,,Angel (individual),,,Actively Seeking New Employees,New York,United States,2,4,2,4,,,,,,
264190-60,0,0,,Banking,,2018,Actively Seeking New Employees,Hong Kong,Hong Kong,10,23,9,22,,3,5,,11,15
264271-51,0,0,,Angel (individual),,,,New York,United States,1,2,1,2,,1,1,,1,1
264290-77,0,0,,Banking,,,,,,1,2,1,2,,,,,,
264302-38,0,0,,Angel (individual),,,,Paris,France,2,3,1,2,,,,,,
264303-28,0,0,,Angel (individual),,,,New York,United States,2,2,1,1,,,,,,
264303-55,0,0,,Pets,,,Actively Seeking New Employees,,United States,1,3,1,3,,,,,1,1
264303-73,0,0,,Angel (individual),,,,San Francisco,United States,1,1,1,1,,,,,,
264305-26,0,0,,Angel (individual),,,,Jerusalem,Israel,1,1,1,1,,,,,,
264306-16,0,0,,Angel (individual),,,,,,2,3,1,2,,1,1,,1,1
264333-97,0,0,,Angel (individual),,,,Copenhagen,Denmark,1,1,1,1,,,,,,
264347-47,0,0,,Angel Group,,2015,Actively Seeking New Employees,Mexico City,Mexico,3,4,3,4,,,1,,,1
264356-47,0,0,,Angel (individual),,,,,,2,3,2,3,,,1,,,1
264376-99,0,0,,Angel (individual),,,,Brussels,Belgium,1,2,1,2,,,,,,
264387-34,0,0,,Sport,,,,,,1,6,1,6,,,,,,
264394-81,0,0,,Banking,,,,,,2,3,2,2,,,1,,,1
264416-86,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
264420-01,0,0,,Pets,,,,,,3,3,3,3,,,,,,
264421-00,0,0,,Pets,,2018,Actively Seeking New Employees,Toronto,Canada,5,6,4,5,,1,1,,1,1
264435-67,0,0,,Other,,,,,,1,2,1,2,,,,,,
264437-29,0,0,,Pets,,,Actively Seeking New Employees,New York,United States,4,9,4,9,,,,,,1
264444-22,0,0,,Pets,,,,,,1,1,1,1,,,,,,
264448-00,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
264455-29,0,0,,Pets,,,Out of Business,,Israel,1,2,1,2,,,,,,
264457-09,0,0,158,Pharma,157.98,,Actively Seeking New Employees,Larkspur,United States,1,2,1,2,,,,,1,1
264463-93,0,0,,Banking,,1920,,,United States,2,2,2,2,,,,,,
264467-80,0,0,,Toys,,,,Lancaster,United States,1,2,1,2,,,,,,
264469-24,0,0,,Family Office,,,,Dubai,United Arab Emirates,1,1,1,1,,1,1,,1,1
264481-84,0,0,,Banking,,1989,,Galway,Ireland,1,1,1,1,,,,,,
264487-15,0,0,,Angel (individual),,,,,,3,3,1,1,,,1,,,1
264531-52,0,0,,Banking,,,,,,1,2,1,1,,,,,,
264531-61,0,0,,Banking,,,,,,1,1,1,1,,,,,,
264531-88,0,0,,Pets,,,Actively Seeking New Employees,London,United Kingdom,1,1,1,1,,1,1,,1,1
264532-33,0,0,,Alcohol,,,Actively Seeking New Employees,Santiago,Chile,1,1,1,1,,,,,,
264551-41,0,0,,Angel (individual),,,,Copenhagen,Denmark,1,1,1,1,,,,,,
264551-95,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
264552-31,0,0,,Angel (individual),,,,Copenhagen,Denmark,1,1,1,1,,,,,,
264552-67,0,0,,Angel (individual),,,,Gentofte,Denmark,1,1,1,1,,,,,,
264553-84,0,0,,Angel (individual),,,,,,3,6,3,6,,,,,,1
264556-09,0,0,,Pets,,2020,Actively Seeking New Employees,San Francisco,United States,2,2,2,2,,,2,,,2
264573-19,0,0,,Banking,,,,,,2,2,1,1,,,,,,
264578-14,0,0,,Banking,,,,,,1,2,1,1,,1,1,,1,1
264578-41,0,0,,Pets,,2018,Actively Seeking New Employees,Los Angeles,United States,1,2,1,2,,,,,,
264585-25,0,0,,Other,,,,,,1,1,1,1,,,,,,
264586-42,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
264599-92,0,0,,Lender/Debt Provider,,2017,Actively Seeking New Employees,New York,United States,1,2,1,1,,1,1,,1,2
264605-41,0,0,,Angel Group,,,,,,1,1,1,1,,,,,,
264614-41,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
264614-59,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
264614-86,0,0,,Angel (individual),,,,New York,United States,1,2,1,2,,,,,,
264620-71,0,0,,Angel (individual),,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
264621-43,0,0,,Angel (individual),,,Actively Seeking New Employees,Sliema,Malta,1,1,1,1,,,,,,
264621-97,0,0,,Angel (individual),,,Actively Seeking New Employees,,,1,2,1,2,,,,,,
264625-66,0,0,,Other,,,,,,1,2,1,2,,,,,1,1
264638-26,0,0,,Other,,1928,Actively Seeking New Employees,Luxembourg City,Luxembourg,2,5,1,4,,1,1,,2,3
264667-51,0,0,,Toys,,,,,,2,12,2,12,,,1,,,1
264669-04,0,0,,Other,,,,,,1,1,1,1,,,,,,
264685-24,0,0,,Pets,,2018,Actively Seeking New Employees,Miami,United States,6,20,5,18,,1,3,,2,6
264687-58,0,0,,Other,,2018,,London,United Kingdom,2,3,1,2,,1,1,,1,1
264688-93,0,0,,Other,,,,,,5,6,2,3,,2,2,,2,2
264691-81,0,0,110.8446921,Pets,100,2018,Actively Seeking New Employees,Herzliya,Israel,5,6,5,6,,1,1,,1,1
264697-21,0,0,,Toys,,,,,,1,1,1,1,,,,,,
264709-63,0,0,,Toys,,,,,,1,3,1,3,,,,,,
264714-40,0,0,,Pets,,,,,,1,1,1,1,,,,,,
264715-84,0,0,,Toys,,,Actively Seeking New Employees,,,1,15,1,15,,1,1,,1,1
264737-44,0,0,,Banking,,,,Jacksonville,United States,1,1,1,1,,,,,,
264750-31,0,0,,Family Office,,,,,,2,2,2,2,,,,,,
264754-63,0,0,,Pets,,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
264758-50,0,0,,Other,,,,,,1,2,1,2,,,,,,
264772-36,0,0,45,Pets,51.385,2018,Actively Seeking New Employees,Austin,United States,6,10,5,9,1,2,4,1,2,5
264774-79,0,0,,Pets,,,Actively Seeking New Employees,New Delhi,India,1,1,1,1,,,,,,
264793-69,0,0,,Growth/Expansion,,,,,,1,6,1,4,,1,1,,1,4
264796-03,0,0,,Office,,,Actively Seeking New Employees,Singapore,Singapore,2,4,1,3,,1,1,,1,1
264815-02,0,0,,Angel (individual),,,,Portsmouth,United States,1,2,1,1,,,,,,
264830-59,0,0,36.29172742,Pets,36.29173,2018,Actively Seeking New Employees,Madrid,Spain,5,7,3,5,,,1,,1,3
264849-13,0,0,,Toys,,,,,,1,2,1,2,,,,,,
264860-56,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
264860-65,0,0,,Pets,,,Actively Seeking New Employees,Austin,United States,1,7,1,7,,,,,,2
264863-44,0,0,,Banking,,,,,,1,2,1,2,,,,,,
264887-38,0,0,,Angel (individual),,,,San Francisco,United States,3,4,3,4,,,,,1,1
264887-47,0,0,,Pets,,,,,,1,3,1,3,,,,,,
264887-92,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
264894-04,0,0,145.7,Pets,145.62465,,Actively Seeking New Employees,Abu Dhabi,United Arab Emirates,2,12,2,12,,1,1,,2,7
264916-00,0,0,,Other,,,,Los Angeles,United States,1,2,1,1,,,,,,
264916-27,0,0,,Angel (individual),,,,New York,United States,2,2,2,2,,1,1,,1,1
264918-79,0,0,,VC-Backed Company,,2017,,San Francisco,United States,1,2,1,1,,1,1,,1,1
264931-84,0,0,,Pets,,,,,,1,4,1,4,,,,,,
264932-92,0,0,,Food,,,,,,1,1,1,1,,,,,,
264950-11,0,0,,Angel (individual),,,,,,1,3,1,3,,,,,1,1
264950-29,0,0,,Banking,,,,,,1,1,1,1,,,,,,
264950-47,0,0,,Toys,,,,,,1,2,1,2,,,,,,
264975-85,0,0,,Pets,,,Actively Seeking New Employees,Brownsville,United States,1,1,1,1,,1,1,,1,1
264980-08,0,0,,Pets,,2018,Actively Seeking New Employees,New York,United States,8,12,7,11,,2,6,,2,6
264980-53,0,0,,Growth/Expansion,,,Actively Seeking New Employees,Darlinghurst,Australia,1,3,1,3,,1,1,,1,1
264981-61,0,0,,Pets,,,,,,1,1,1,1,,,,,,
264981-70,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
264983-41,0,0,,Banking,7.11074771,,,Jacksonville,United States,1,2,1,1,,,,,,
264985-66,0,0,,Pets,,2017,Actively Seeking New Employees,San Francisco,United States,2,2,2,2,,,,,,
265003-66,0,0,,Angel (individual),,,,,,1,4,1,4,,,,,,
265006-09,0,0,,Banking,,,,,,1,1,1,1,,,,,,
265011-58,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
265011-76,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265011-85,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265014-28,0,0,,Pets,,2010,Actively Seeking New Employees,London,United Kingdom,4,12,4,11,,,1,,1,3
265014-46,0,0,,VC-Backed Company,,2014,,Guangzhou,China,1,1,1,1,,,,,,
265033-09,0,0,32.24622148,Pets,,,Actively Seeking New Employees,Hong Kong,Hong Kong,5,8,5,8,,,1,,,1
265045-15,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
265045-33,0,0,,Angel (individual),,,,Cambridge,United States,1,1,1,1,,,,,,
265045-42,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265053-52,0,0,,Angel (individual),,,,San Clemente,United States,2,3,1,2,,,,,1,1
265055-95,0,0,,Angel (individual),,,,,,1,4,1,3,,,,,1,1
265061-71,0,0,,Banking,,,Actively Seeking New Employees,Chicago,United States,1,2,1,2,,1,1,,1,1
265068-28,0,0,,Angel (individual),,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
265068-46,0,0,,Angel (individual),,,Actively Seeking New Employees,Can���������������,France,1,1,1,1,,,,,,
265069-45,0,0,,Pets,,2018,Actively Seeking New Employees,New York,United States,1,9,1,9,,1,1,,2,3
265072-42,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265072-96,0,0,,Other,,,,,,3,3,2,2,,,,,,
265076-74,0,0,,Office,,,Actively Seeking New Employees,Bangkok,Thailand,1,3,1,3,,,,,,
265076-83,0,0,,Pets,,2015,Actively Seeking New Employees,Munich,Germany,2,10,2,9,,,1,,1,2
265078-27,0,0,,Pets,,,Actively Seeking New Employees,,,1,1,1,1,,,,,,
265104-10,0,0,,Angel (individual),,,,Paris,France,1,1,1,1,,,,,,
265104-37,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265104-73,0,0,,Other,,,,,,1,1,1,1,,,,,,
265105-09,0,0,,Angel (individual),,,,Munich,Germany,2,3,2,3,,,,,,
265105-27,0,0,,Angel (individual),,,,Berlin,Germany,2,3,1,2,,,,,,
265105-54,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265109-05,0,0,,Banking,,2019,,Sao Paulo,Brazil,1,4,1,1,,,,,,
265110-58,0,0,,VC-Backed Company,,2018,,Brooklyn,United States,1,2,1,1,,,,,,
265115-17,0,0,,Other,,,,,,1,1,1,1,,,,,,
265115-26,0,0,,Pets,,,,,,2,4,2,4,,1,1,,1,1
265117-51,0,0,,Pets,,,,,,1,20,1,19,,,,,1,2
265118-50,0,0,,Food,16,2018,Actively Seeking New Employees,Palo Alto,United States,1,2,1,2,,,1,,,2
265119-40,0,0,,Pets,,2017,Actively Seeking New Employees,Menlo Park,United States,1,1,1,1,,,1,,,1
265129-93,0,0,,Other,,2000,,,,1,2,1,2,,,,,,
265132-18,0,0,,Pets,,,,,,3,3,1,1,,1,1,,1,1
265141-27,0,0,,Toys,,,,,,1,2,1,2,,,,,,
265145-50,0,0,,Pets,,2017,Actively Seeking New Employees,Haifa,Israel,4,11,3,10,,,,,,
265161-97,0,0,,Angel (individual),,,,London,United Kingdom,1,2,1,2,,,,,,
265168-90,0,0,,Sport,,,Actively Seeking New Employees,,,3,6,3,6,,,2,,,2
265174-39,0,0,,Other,,,,,,1,1,1,1,,,,,,
265176-64,0,0,,Family Office,,,,,,1,1,1,1,,,,,,
265177-09,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265180-69,0,0,,Banking,,,,,,1,2,1,2,,1,1,,1,1
265202-83,0,0,,Electronics,,2013,Actively Seeking New Employees,Montreal,Canada,2,19,2,18,,,1,,4,6
265210-84,0,0,,Alcohol,,2017,Actively Seeking New Employees,Hamburg,Germany,1,1,1,1,,,,,,
265217-68,0,0,,Angel (individual),,,,Derby,United Kingdom,1,2,1,2,,,,,1,1
265231-81,0,0,,Angel (individual),,,,Palo Alto,United States,2,3,2,3,,,,,,
265232-08,0,0,,Banking,,,,,,1,1,1,1,,,,,,
265238-29,0,0,,Pets,,,,,,3,4,2,3,,1,1,,2,2
265238-92,0,0,1250,Pets,1031.25,,Actively Seeking New Employees,San Francisco,United States,20,22,15,16,1,10,14,1,10,14
265247-11,0,0,,Alcohol,,,Actively Seeking New Employees,Menlo Park,United States,1,2,1,2,,,1,,,1
265260-61,0,0,,Gardening,,2005,Actively Seeking New Employees,Bochum,Germany,1,3,1,2,,,1,,,2
265265-65,0,0,,Angel (individual),,,,,,1,3,1,3,,,,,,
265266-28,0,0,,Pets,,,,,China,1,15,1,15,,,,,,
265269-88,0,0,,Banking,,1877,Actively Seeking New Employees,Peoria,United States,3,6,3,3,,,,,,
265270-15,0,0,,Pets,,,Actively Seeking New Employees,Houston,United States,1,1,1,1,,,,,,
265270-60,0,0,,Pets,,2019,Actively Seeking New Employees,New York,United States,5,7,5,6,,,,,,
265279-87,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
265280-50,0,0,,Banking,,,,,,1,1,1,1,,,,,,
265280-59,0,0,,Angel (individual),,,,,,1,2,1,2,,,,,,
265284-64,0,0,,Angel (individual),,,,,,1,2,1,2,,,1,,,1
265291-30,0,0,,Angel (individual),,,,Copenhagen,Denmark,1,2,1,1,,,,,,
265293-01,0,0,,Impact Investing,43.92105,,Actively Seeking New Employees,Helsinki,Finland,1,5,1,5,,,1,,1,5
265301-56,0,0,,Angel Group,,,,,,2,2,2,2,,,1,,,1
265303-27,0,0,,Toys,,,,,,1,6,1,6,,,,,,
265305-52,0,0,,Angel (individual),,,,Li������������,Belgium,1,1,1,1,,,,,,
265305-61,0,0,,Angel (individual),,,,Louvain-la-Neuve,Belgium,1,2,1,2,,,,,1,1
265308-04,0,0,,Angel (individual),,,,,,1,2,1,1,,,,,,
265308-13,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265308-22,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265321-18,0,0,,Banking,,1991,Actively Seeking New Employees,Dublin,Ireland,3,4,1,1,,,1,,,1
265326-85,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265327-12,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265329-01,0,0,,Pets,,2019,Actively Seeking New Employees,Sydney,Australia,10,11,7,8,,3,5,,3,5
265336-48,0,0,,Pets,,,Actively Seeking New Employees,Kolkata,India,1,2,1,2,,,1,,,1
265344-40,0,0,,Banking,,2016,,Basel,Switzerland,1,2,1,2,,,,,1,1
265362-58,0,0,,Sport,,,,,,1,2,1,2,,,,,,
265363-03,0,0,,Angel (individual),,,,,,2,2,2,2,,,,,,
265363-30,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265365-82,0,0,,Banking,,,,,,2,3,1,1,,1,1,,2,2
265367-44,0,0,,Angel (individual),,,,San Francisco,United States,2,2,2,2,,,,,,
265367-89,0,0,,Angel (individual),,,,New York,United States,1,2,1,2,,,,,,
265380-40,0,0,,Pets,,,Actively Seeking New Employees,Lisbon,Portugal,1,2,1,2,,,,,,
265389-40,0,0,2000,Pharma,338.015,2015,Actively Seeking New Employees,Greenwich,United States,1,1,1,1,,1,1,,1,1
265400-47,0,0,,Angel (individual),,,,Oakland,United States,1,3,1,3,,,,,2,2
265430-17,0,0,,Angel Group,,,,,,1,1,1,1,,,,,,
265431-43,0,0,,Pets,,2017,Actively Seeking New Employees,New York,United States,10,15,8,12,,,,,,
265432-51,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265457-89,0,0,,Banking,,2009,,Seoul,South Korea,1,1,1,1,,,,,,
265460-77,0,0,,Angel (individual),,,,Boston,United States,1,1,1,1,,,,,,
265461-04,0,0,,Angel Group,,,Actively Seeking New Employees,Palo Alto,United States,8,14,8,14,,2,5,,3,7
265461-40,0,0,,Angel (individual),,,,Dallas,United States,2,2,2,2,,,,,,
265461-85,0,0,,Angel (individual),,,,Los Angeles,United States,1,1,1,1,,,,,,
265461-94,0,0,,Angel (individual),,,,,,2,7,2,6,,,,,1,1
265462-12,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265462-21,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265462-30,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265462-39,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265462-48,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265464-37,0,0,,Pets,,2018,Actively Seeking New Employees,Herzeliya,Israel,4,4,3,3,,1,2,,1,2
265464-46,0,0,,Angel (individual),,,,Los Angeles,United States,1,1,1,1,,,,,,
265464-55,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265466-44,0,0,,Alcohol,,,Actively Seeking New Employees,Leiden,Netherlands,3,7,2,6,,1,1,,2,2
265487-41,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265487-68,0,0,,Angel (individual),,,,,,1,1,1,1,,,,,,
265519-72,0,0,,Angel (individual),,,,Fremont,United States,1,1,1,1,,,,,,
265524-13,0,0,,Angel (individual),,,,New York,United States,1,1,1,1,,,,,,
265526-47,0,0,,Pets,,,Actively Seeking New Employees,Austin,United States,1,1,1,1,,,,,,
265528-72,0,0,,Pets,,,,,China,1,12,1,11,,,1,,,1
