LandLordID,YearFounded,PreferredIndustry,LandlordOriginCity,LandlordOriginCountry,ActiveCompanies,TotalPopulationAround,Area,AllCompanyID,LastUpdated
55453-60,2007,Commercial Services,London,United Kingdom,8,3755.82058,68,"['106351-12', '106456-42', '148745-62', '148745-80', '168060-16', '170053-39', '57653-65', '85227-40']",02/22/2021
55455-49,2012,Software,New York,United States,19,136529.3601,77,"['10521-46', '105883-57', '105888-52', '106025-23', '106060-33', '106429-51', '106521-76', '106624-00', '11203-21', '11237-50', '11248-93', '11295-73', '11321-29', '40764-07', '42770-53', '42855-58', '50980-69', '51468-67', '63597-16']",02/15/2021
55457-11,2011,Software,New York,United States,27,599103.2691,32,"['103228-84', '105883-57', '105886-00', '105990-31', '106048-18', '106053-40', '106384-69', '106455-88', '106546-78', '11003-05', '11135-71', '11185-57', '11219-50', '120973-33', '12106-36', '232251-40', '40829-14', '41389-48', '43117-30', '455085-37', '51006-88', '51504-94', '52228-09', '54134-74', '54540-82', '56289-61', '85663-09']",02/15/2021
55462-15,2009,Software,Gainesville,United States,1,241939.3109,47,['10331-11'],02/22/2021
55463-59,2010,Software,Swansea,United States,5,947985.7711,72,"['109925-20', '110131-66', '11166-58', '117632-98', '11867-23']",02/02/2021
55468-18,2012,Software,New York,United States,13,185481.2167,32,"['111388-33', '11303-02', '11329-48', '120863-89', '126035-47', '14137-75', '343796-23', '42830-02', '42997-42', '51204-16', '55879-84', '56369-71', '93383-56']",02/02/2021
55470-52,2006,Consumer Durables,Verbier,Switzerland,10,826840.2905,52,"['105878-26', '105913-27', '105927-94', '106546-87', '106555-06', '109279-27', '124313-68', '170053-39', '228759-76', '61493-32']",02/22/2021
55471-78,2012,Retail,Gurgaon,India,5,161966.7221,29,"['105957-37', '167913-64', '42873-94', '442806-58', '87534-82']",02/15/2021
55474-66,2008,Commercial Services,Surry Hills,Australia,13,891143.3139,31,"['100778-23', '101208-43', '11305-27', '155293-03', '173822-05', '226690-21', '226748-44', '226748-62', '226748-80', '226753-75', '54866-80', '55778-50', '60036-22', '84710-80']",02/02/2021
55476-91,2012,Commercial Services,Silver Spring,United States,18,144452.9256,10,"['103871-17', '105953-14', '11262-16', '160554-16', '223621-93', '231105-70', '43125-22', '51301-09', '51639-67', '53944-48', '55538-29', '60322-69', '61045-48', '62181-28', '65426-59', '88516-45', '88958-80', '97174-18']",02/02/2021
55477-27,2005,Software,New York,United States,7,605698.9632,79,"['11124-64', '11191-87', '11248-93', '126332-29', '182433-79', '51324-76', '55557-37']",02/15/2021
55477-54,2011,Commercial Services,London,United Kingdom,21,429232.3248,13,"['105830-38', '11292-58', '115253-56', '115253-83', '115322-59', '118979-29', '119583-10', '163802-62', '167429-35', '179370-91', '181525-78', '277140-25', '40732-48', '42995-26', '442312-84', '54172-81', '61655-59', '62765-47', '63597-16', '65064-07', '81928-36']",02/15/2021
55478-98,2005,Commercial Services,Moscow,Russia,6,879665.8231,73,"['10137-97', '106655-32', '11121-04', '11220-13', '226728-01', '55503-73']",02/15/2021
55489-15,2004,Software,Austin,United States,6,828547.6942,7,"['11107-45', '11203-12', '11319-67', '182433-79', '221958-10', '51472-45']",02/22/2021
55489-33,2012,Commercial Services,New York,United States,13,562548.309,43,"['10062-19', '10356-49', '105918-31', '106415-47', '10744-03', '11166-76', '11252-89', '149361-04', '51625-09', '51746-05', '54613-99', '55618-93', '55672-75']",02/02/2021
55490-86,2011,Software,Mountain View,United States,12,579853.1937,28,"['109622-89', '11227-60', '182249-29', '40431-25', '40668-76', '442339-75', '51436-18', '53969-59', '54172-81', '54313-12', '55510-39', '88577-92']",02/09/2021
55491-85,2011,Healthcare Devices and Supplies,Chicago,United States,15,176078.1537,4,"['10297-90', '106270-66', '106540-30', '11253-52', '11260-45', '126290-08', '156226-42', '42156-01', '42739-66', '52190-29', '52264-18', '56638-36', '60322-69', '63776-26', '91166-59']",02/02/2021
55494-10,2012,Software,Ann Arbor,United States,19,344380.0875,51,"['115428-16', '11614-24', '124397-20', '149127-67', '153451-63', '156241-81', '166521-79', '178356-25', '51057-82', '51504-31', '52359-85', '54195-67', '54344-62', '54624-52', '61024-87', '62350-30', '64887-94', '83076-49', '96396-04']",02/22/2021
55499-23,2011,Software,San Francisco,United States,11,908113.5769,21,"['107882-74', '11220-13', '11254-42', '11321-29', '157810-24', '160474-78', '224247-25', '54172-81', '62056-81', '62186-50', '65064-07']",02/22/2021
55499-32,2011,Commercial Services,Boston,United States,26,81861.08785,3,"['10134-73', '105853-51', '105951-88', '106024-42', '106125-13', '106333-93', '11127-25', '11328-67', '11329-48', '114119-29', '118624-06', '118625-32', '120547-90', '228244-24', '339950-26', '42500-62', '51594-22', '51768-10', '52643-71', '54625-87', '56271-97', '56272-06', '58854-34', '60086-26', '61508-98', '97328-17']",02/22/2021
55506-52,2005,Software,Winnipeg,Canada,6,909847.9273,58,"['11118-25', '119559-61', '40376-53', '41279-86', '54288-91', '65896-66']",02/02/2021
55511-65,2012,Commercial Services,San Francisco,United States,16,123538.9678,40,"['105749-83', '105857-38', '105953-59', '106050-79', '106129-27', '10647-10', '109594-72', '153309-25', '233578-45', '51006-88', '51253-84', '54660-43', '55472-14', '56090-98', '56461-96', '61568-92']",02/09/2021
55512-46,2009,Commercial Products,Boston,United States,6,883917.5827,75,"['150704-02', '165369-70', '51099-49', '53903-44', '55510-48', '62163-28']",02/22/2021
55515-61,2012,Software,Givat-Ram,Israel,8,614530.0079,36,"['100108-90', '100236-70', '110304-73', '11313-73', '187724-62', '227439-28', '60085-90', '62766-01']",02/02/2021
55519-03,2009,Software,San Francisco,United States,5,252065.9961,60,"['11251-81', '157907-26', '56392-75', '56768-68', '59885-65']",02/22/2021
55523-26,2013,Software,San Mateo,United States,13,781555.1559,61,"['10052-20', '106035-13', '106488-28', '106543-63', '106566-13', '110422-00', '11220-13', '114168-97', '129200-41', '234000-46', '443260-09', '51029-47', '61441-30']",02/22/2021
55523-80,2011,Capital Markets/Institutions,San Francisco,United States,18,72932.84126,68,"['105961-15', '105967-00', '106035-94', '106041-70', '106128-19', '106128-82', '106329-79', '106452-73', '106530-67', '112862-17', '232524-64', '40380-22', '42240-79', '442766-71', '443133-64', '443133-82', '452849-32', '53865-37']",02/22/2021
55531-09,2011,Consumer Non-Durables,Los Angeles,United States,17,393606.0446,58,"['10134-73', '105976-18', '106128-46', '106175-71', '11114-56', '120393-46', '12600-82', '150979-42', '221953-51', '437345-29', '51006-88', '51566-05', '51755-50', '53919-91', '54843-67', '56086-66', '59199-94']",02/22/2021
55531-36,2011,Retail,Berkeley,United States,3,992972.5433,31,"['10560-70', '11261-53', '51006-88']",02/08/2021
55531-81,2005,Healthcare Technology Systems,Boston,United States,10,905960.989,42,"['11109-61', '11234-26', '121412-80', '168216-58', '222605-20', '42365-62', '50933-44', '51004-54', '56201-32', '61882-57']",02/15/2021
55532-71,1994,Healthcare Services,Mumbai,India,1,270155.0252,15,['167489-20'],02/15/2021
55533-34,2011,Software,Sydney,Australia,13,121689.2044,66,"['103873-06', '115502-23', '115571-53', '119810-17', '121091-95', '126321-49', '160885-99', '187958-80', '310203-37', '51612-31', '61755-22', '63911-80', '63911-98']",02/15/2021
55539-28,2004,Software,Austin,United States,2,573438.2645,58,"['176634-10', '265367-89']",02/22/2021
55540-99,2014,Consumer Durables,London,United Kingdom,6,4160.101968,77,"['118979-29', '126391-60', '181396-27', '52213-15', '52325-83', '53637-58']",02/02/2021
55546-03,2012,Commercial Services,Berkeley,United States,25,37955.9395,24,"['105848-92', '106174-18', '10754-47', '108283-87', '11217-34', '11237-95', '11263-87', '11279-08', '11321-29', '11941-75', '122259-43', '124319-53', '150345-82', '156736-99', '221501-17', '25163-02', '42240-79', '42787-27', '51032-62', '51504-94', '52514-20', '53788-87', '61372-27', '61637-68', '64503-37']",02/02/2021
55548-28,2011,Commercial Services,Bethesda,United States,11,490196.5138,27,"['106531-21', '110172-25', '11271-34', '119940-76', '159905-98', '51639-67', '52166-62', '52206-76', '54248-59', '61523-83', '64662-04']",02/22/2021
55549-09,2011,Software,San Francisco,United States,20,947995.2758,38,"['106033-87', '106540-30', '108160-03', '110390-41', '11189-44', '11315-62', '11321-29', '120863-89', '149720-23', '166439-35', '181009-27', '181926-82', '342012-25', '40829-14', '42202-18', '42715-00', '48176-38', '50980-60', '53858-62', '61372-27']",02/02/2021
55553-86,2011,Software,Bangalore,India,11,431329.3628,61,"['106097-86', '106575-67', '10789-57', '10826-20', '11208-43', '11450-71', '121169-98', '125926-39', '52827-67', '53906-41', '55472-14']",02/22/2021
55558-18,2012,Retail,San Francisco,United States,18,140250.891,46,"['10382-41', '10463-23', '105977-62', '106187-59', '11132-38', '11189-44', '11228-50', '11237-95', '118739-80', '120562-30', '120801-97', '122038-84', '122039-29', '124929-82', '155834-29', '182433-79', '51032-62', '54892-09']",02/02/2021
55558-90,2010,Computer Hardware,Hayward,United States,12,915709.5104,12,"['10789-57', '11104-03', '11109-88', '11266-84', '11435-05', '118455-94', '11942-29', '13460-50', '230950-54', '42212-08', '62470-90', '62716-78']",02/22/2021
55567-72,2011,Healthcare Devices and Supplies,Waltham,United States,24,603286.8786,73,"['10111-60', '10322-83', '105978-97', '11291-32', '40380-31', '40451-32', '41003-11', '41563-72', '42866-29', '50980-33', '51493-87', '52450-75', '52802-38', '53355-61', '53862-22', '55580-95', '57741-76', '61265-98', '62751-79', '65072-62', '66322-36', '86007-16', '97403-59', '99689-50']",02/02/2021
55578-16,2012,Commercial Services,New York,United States,11,294531.1973,31,"['106248-25', '106310-53', '109408-06', '110371-69', '114494-14', '161334-28', '433756-63', '51755-14', '55338-67', '57631-06', '60561-64']",02/02/2021
55578-88,2011,Pharmaceuticals and Biotechnology,Seattle,United States,12,450231.847,25,"['10905-04', '109335-25', '11167-75', '11258-83', '11259-55', '11286-73', '124929-64', '153827-38', '178389-28', '179078-41', '186824-08', '52523-20']",02/22/2021
55582-03,2012,Software,Boston,United States,3,323671.8075,62,"['10615-60', '11154-70', '120962-08']",02/22/2021
55597-15,2010,Healthcare Technology Systems,Edinburgh,United Kingdom,5,155936.186,69,"['42944-05', '57015-10', '57350-71', '60067-90', '61331-41']",02/22/2021
55597-24,2011,Healthcare Devices and Supplies,Edinburgh,United Kingdom,6,199675.2759,26,"['120641-50', '185643-73', '42944-05', '60067-90', '82554-04', '98210-08']",02/02/2021
55602-19,2012,Commercial Services,Austin,United States,13,37161.65989,3,"['10146-16', '11110-06', '111148-39', '11179-18', '11212-30', '11256-40', '42943-96', '45704-44', '51048-28', '51048-46', '51576-31', '51709-96', '66354-94']",02/15/2021
55602-28,2009,Consumer Non-Durables,Richmond,United States,13,82796.74751,60,"['105927-94', '106067-17', '127646-20', '160610-32', '40744-00', '43010-92', '51661-18', '52320-25', '53920-36', '54207-19', '61607-08', '65305-54', '82406-80']",02/22/2021
55605-61,2003,Software,Burbank,United States,4,906319.3509,9,"['107969-14', '11148-49', '52750-99', '56790-19']",02/22/2021
55605-88,2003,Commercial Products,Sunnyvale,United States,22,467420.6122,20,"['101984-86', '10262-62', '11107-72', '11211-13', '11292-58', '11561-50', '12637-27', '12762-82', '129196-27', '157320-37', '166064-50', '167237-47', '169817-41', '169817-77', '169818-76', '234937-72', '41938-57', '51032-62', '51074-11', '53228-80', '53526-43', '56056-42']",02/15/2021
55610-92,2011,Software,Newton,United States,24,745813.7618,28,"['10123-03', '105890-50', '106005-79', '106039-45', '106081-12', '106139-98', '106159-96', '106357-87', '106613-92', '109352-35', '110813-68', '11273-95', '119842-84', '122054-50', '222481-36', '40829-14', '50933-44', '52136-74', '54360-28', '54613-63', '54836-29', '55261-00', '58012-12', '60923-08']",02/02/2021
55613-26,2012,Consumer Durables,London,United Kingdom,20,673660.3306,33,"['106219-18', '106559-74', '10826-20', '11303-11', '161460-37', '231565-69', '265048-39', '265616-38', '43113-79', '458087-86', '51189-94', '52153-84', '52304-50', '53967-52', '54660-43', '56021-59', '56135-26', '56260-72', '57196-18', '60051-25']",02/22/2021
55613-44,2012,Software,Tel Aviv,Israel,12,940581.6642,9,"['103892-68', '10995-40', '113023-45', '165975-58', '458015-59', '458016-22', '458016-40', '51341-23', '55823-95', '57425-77', '58281-49', '82044-46']",02/02/2021
55613-53,,Software,Palo Alto,United States,9,737729.2409,15,"['106116-94', '11121-04', '123229-27', '125524-18', '128095-57', '227337-04', '52304-50', '53452-81', '63948-25']",02/02/2021
55613-62,2007,Commercial Services,Cambridge,United States,12,396955.5826,16,"['106164-91', '11262-16', '115463-35', '118599-49', '120608-20', '122262-85', '163041-67', '266972-23', '267182-65', '40380-76', '54172-81', '64452-61']",02/08/2021
55614-52,2012,Healthcare Technology Systems,Singapore,Singapore,24,289028.3266,55,"['100478-08', '105957-55', '105976-18', '106299-91', '11134-81', '114116-95', '114117-76', '114118-03', '114118-75', '114118-93', '168901-39', '169357-24', '265727-26', '34150-96', '51006-88', '53529-31', '54086-14', '60062-32', '60785-83', '62953-57', '63689-14', '65418-40', '82426-69', '98053-03']",02/22/2021
55617-85,2012,Media,San Francisco,United States,37,884979.0691,41,"['105915-97', '105924-61', '106039-72', '106081-66', '106193-44', '106435-09', '106437-34', '106479-10', '109821-25', '111395-26', '111459-52', '111971-35', '112290-13', '11242-54', '11261-89', '11335-42', '114018-76', '119012-05', '120547-27', '120547-90', '152105-86', '152559-64', '157403-98', '158932-99', '42988-78', '43226-11', '49063-60', '51006-88', '51468-67', '51768-10', '54461-80', '54886-96', '60007-78', '60361-75', '61025-41', '61540-12', '62421-58']",02/02/2021
55619-11,2012,Media,San Francisco,United States,13,668999.6221,69,"['105858-55', '106497-73', '135940-15', '152823-16', '165515-68', '180551-80', '224162-47', '51006-88', '52980-49', '53014-96', '53279-74', '55182-97', '55831-78']",02/22/2021
55623-07,2012,Software,Boston,United States,10,947911.5714,41,"['106139-98', '106234-84', '110331-10', '119543-14', '40829-14', '460044-37', '50933-44', '55261-00', '97812-82', '98442-37']",02/22/2021
55623-61,2011,Commercial Products,Somerville,United States,6,535986.9182,49,"['106139-98', '106628-68', '125207-11', '167652-55', '50933-44', '96143-59']",02/15/2021
55629-28,2011,Commercial Services,London,United Kingdom,6,31984.53027,6,"['106463-08', '11288-71', '126470-26', '51064-84', '54041-86', '57058-30']",02/02/2021
55632-25,2012,Software,Seattle,United States,19,855579.161,37,"['10382-32', '106352-56', '10768-06', '11228-50', '11229-85', '11324-26', '11867-23', '150345-82', '156295-45', '169856-11', '227799-01', '25768-45', '40668-76', '452764-54', '51061-60', '52135-93', '53715-43', '54070-03', '61040-17']",02/02/2021
55639-99,2011,Software,Vancouver,Canada,11,536905.8707,57,"['110129-68', '11127-25', '121778-38', '161348-68', '54172-81', '54461-80', '56877-76', '61280-20', '61926-49', '64452-61', '99469-18']",02/15/2021
55644-13,2012,Software,Fredericton,Canada,10,365568.7897,29,"['106960-78', '107882-74', '123756-49', '184053-88', '435173-23', '50925-70', '51652-63', '53316-37', '56192-41', '57170-44']",02/15/2021
55648-81,2006,Commercial Products,Sheffield,United Kingdom,8,609665.0324,65,"['10394-92', '10416-88', '112084-48', '158730-04', '179370-91', '42790-60', '56233-99', '56445-94']",02/02/2021
55668-97,2012,Commercial Services,Ambler,United States,8,569496.0169,39,"['11138-68', '11216-53', '11252-89', '11263-96', '11291-32', '169108-21', '52359-49', '57033-01']",02/22/2021
55671-76,2011,Commercial Services,New York,United States,9,262313.5488,45,"['10606-42', '106629-76', '11201-59', '11333-62', '118827-46', '42240-79', '51755-14', '53424-46', '55047-79']",02/02/2021
55678-60,2007,Commercial Services,Copenhagen,Denmark,10,397640.8625,70,"['10826-38', '11166-58', '11216-98', '11258-56', '11275-75', '11452-87', '230648-59', '42520-24', '56624-05', '56751-31']",02/22/2021
55680-76,2012,Communications and Networking,San Jose,United States,10,610657.7766,78,"['106382-89', '11174-86', '11237-95', '11295-73', '168935-50', '234469-99', '40993-12', '434021-68', '52748-65', '63180-10']",02/15/2021
55681-30,2007,Communications and Networking,Sunnyvale,United States,8,228410.1516,54,"['10070-83', '10150-21', '10195-75', '11251-81', '12062-44', '40391-47', '50919-40', '56877-76']",02/02/2021
55683-10,2011,Other Financial Services,New York,United States,20,157679.5885,15,"['10335-07', '106267-78', '107516-53', '11132-38', '114136-57', '11877-94', '124929-82', '12755-89', '13344-40', '14768-38', '179487-73', '229659-76', '230966-29', '41562-28', '42997-42', '51724-90', '53906-41', '60082-66', '61992-10', '62138-71']",02/22/2021
